From	To
Q9Y3R4	NP_005374.2
Q3KR05	NP_542779.2
A8MQ27	NP_001136123.1
A8MQ27	NP_001295106.1
A8MQ27	NP_001295107.1
Q9BR09	NP_001265464.1
Q9BR09	NP_542787.1
Q96EH8	NP_001272414.1
Q96EH8	XP_011510480.1
Q96EH8	XP_011510481.1
Q96JN8	NP_001005408.1
Q96JN8	NP_115818.2
A0A0S2Z493	NP_002491.2
Q15784	NP_006151.3
Q9HD90	NP_067014.2
Q96NK8	NP_073565.2
F1T0H3	NP_006152.2
Q9H2A3	NP_076924.1
Q9Y4Z2	NP_066279.2
Q9Y4Z2	XP_016871769.1
Q5QGS0	NP_001008537.1
Q0ZGT2	NP_001165780.1
Q0ZGT2	NP_653174.3
Q0ZGT2	XP_005271380.1
A0A8I5KWR6	XP_006721987.1
Q8NET5	NP_001305252.1
Q8NET5	NP_666017.1
Q13469	NP_001129493.1
Q13469	NP_001245221.1
Q13469	NP_001245223.1
Q13469	NP_001245225.1
Q13469	NP_036472.2
Q13469	NP_775114.1
Q8NCF5	NP_116204.3
Q86UQ8	NP_001078855.1
P08651	NP_001231931.1
P08651	NP_001231933.1
P08651	NP_001231934.1
P08651	NP_005588.2
P08651	NP_995315.1
P08651	XP_016882324.1
A0A5F9ZHS7	XP_016855268.1
A0A5F9ZHS7	XP_016883059.1
Q14938	NP_001257973.1
Q14938	NP_002492.2
Q14938	XP_005259975.1
Q00653	NP_001070962.1
Q00653	NP_001248332.1
Q00653	NP_001275653.1
Q00653	NP_001309863.1
Q00653	NP_001309864.1
Q00653	NP_002493.3
Q15653	NP_001230045.1
Q15653	NP_002494.2
A0A0A0MRT5	NP_001138433.1
Q12986	NP_002495.2
Q12986	NP_667345.1
F8VSL3	XP_005268965.1
F8VSL3	XP_005268966.1
F8VSL3	XP_005268967.1
Q9NPG2	NP_067080.1
P01138	NP_002497.2
P01138	XP_006710726.1
P08138	NP_002498.1
Q5T203	NP_005589.1
Q6VVB1	NP_940988.2
Q8NBF2	NP_940916.2
P0CG21	NP_001288088.1
P0CG21	NP_788850.1
Q9NX24	NP_001030005.1
Q9NX24	NP_060308.1
Q5HYW2	NP_001013649.2
Q96TA1	NP_001030611.1
Q96TA1	NP_073744.2
Q9BSH3	NP_115692.1
P14543	NP_002499.2
Q14112	NP_031387.3
Q9GZT8	NP_001129511.1
Q9GZT8	NP_001135827.1
Q9GZT8	NP_001135828.1
Q9GZT8	NP_068596.2
Q9GZT8	XP_005246799.1
Q9GZT8	XP_011509884.1
Q9GZT8	XP_011509885.1
Q9GZT8	XP_011509886.1
Q9GZT8	XP_011509887.1
Q9GZT8	XP_016860119.1
Q8IY84	NP_699192.1
Q8IY84	XP_006714513.1
Q92982	NP_004139.2
Q9NZG7	NP_001281274.1
Q9NZG7	NP_001281275.1
Q9NZG7	NP_057617.2
Q7RTP0	NP_001135747.1
Q7RTP0	NP_653200.2
Q6NVV3	NP_997213.1
Q9H841	NP_001308564.1
Q9H841	NP_001308565.1
Q9H841	NP_079035.1
Q6P499	NP_001309783.1
Q6P499	NP_001309784.1
Q6P499	NP_001309785.1
Q6P499	NP_001309786.1
Q6P499	NP_001309791.1
Q6P499	NP_001309792.1
Q6P499	NP_001309794.1
Q6P499	NP_065181.1
Q9UFN0	NP_001316499.1
Q9UFN0	NP_056284.1
Q86X76	NP_001172021.1
Q86X76	NP_001172022.1
Q86X76	NP_001172023.1
Q86X76	NP_005591.1
Q86X76	XP_005245273.1
Q9NQR4	NP_064587.1
Q4KMZ8	NP_078798.2
A0A6Q8PFE2	XP_016868848.1
A6NNM2	XP_016883127.1
A6NNM2	XP_016883128.1
Q8N5F7	NP_078804.2
Q5M9Q1	NP_001007532.1
Q969G9	NP_149110.1
Q969F2	NP_001258011.1
Q969F2	NP_149111.1
A0A7N4I390	NP_940880.3
A0A7N4I390	XP_011525104.1
Q15270	NP_001277008.1
Q9UD57	NP_001139812.1
O95096	NP_002500.1
Q8TAU0	NP_660328.2
Q9H2Z4	NP_149416.1
A6NCS4	NP_001129743.2
O15522	NP_055175.2
Q99801	NP_001243268.1
Q99801	NP_006158.2
P78367	NP_001180.1
P78426	NP_006159.2
Q9C056	NP_796374.1
Q9C056	XP_016872278.1
A6NJ46	NP_689781.1
A6NJ46	XP_016868632.1
Q9NVX2	NP_001014445.1
Q9NVX2	NP_060566.2
Q9NVX2	XP_016880266.1
A0A8Q3SHM6	XP_016861378.1
A0A8Q3SHM6	XP_016861379.1
A0A8Q3SHM6	XP_016861380.1
A0A8Q3SHM6	XP_016861381.1
Q8NFZ4	NP_065846.1
X5D2P6	NP_061850.2
Q9UBE8	NP_057315.3
Q9BYT8	NP_065777.1
Q9NPP4	NP_001186067.1
Q9NPP4	NP_001186068.1
Q9NPP4	NP_001289433.1
Q9NPP4	NP_067032.3
A0A0C4DGQ4	NP_001307986.1
Q86W24	NP_789792.1
P0DMW2	NP_001306896.1
P59047	NP_703148.4
P59044	NP_001263629.1
P59044	NP_612202.2
Q86W28	NP_001303929.1
Q86W28	NP_789781.2
Q7RTR0	NP_789790.2
Q86UT6	NP_001269072.1
Q86UT6	NP_001269073.1
Q86UT6	NP_001269287.1
Q86UT6	NP_078894.2
Q86UT6	XP_005271726.1
Q86UT6	XP_006718967.1
Q86UT6	XP_011541282.1
P08949	NP_066563.2
P08949	NP_995580.1
Q96D46	NP_057022.2
Q96D46	XP_005247568.1
Q96D46	XP_005247569.1
P22392	NP_001018146.1
P22392	NP_001018147.1
P22392	NP_001018148.1
P22392	NP_001018149.1
P22392	NP_002503.1
P56597	NP_003542.1
Q8N427	NP_057700.3
Q13287	NP_004679.2
Q13287	XP_005246998.1
Q13287	XP_016860736.1
B1AN62	NP_001284708.1
Q9BZQ4	NP_055854.1
Q9BZQ4	NP_733820.1
Q9HBL8	NP_001292070.1
Q9HBL8	NP_001292071.1
Q9HBL8	NP_065728.1
Q9NWW6	NP_001121075.1
Q9NWW6	NP_001317607.1
Q9NWW6	NP_060351.1
Q9NWW6	XP_006717226.1
Q9NWW6	XP_016870359.1
Q9NWW6	XP_016870363.1
Q5H8A3	NP_001011717.1
O60551	NP_001295224.1
O60551	NP_004799.1
A0A0B4J202	NP_001278974.1
Q9HB89	NP_006047.3
Q9HB89	XP_011508789.1
Q9GZQ4	NP_064552.3
B0YJ53	NP_006160.1
Q8NC60	NP_115689.1
Q9Y3T9	NP_056473.2
Q8WTT2	NP_071896.8
Q9BVI4	NP_076983.1
Q9UK39	NP_036250.2
Q96S42	NP_060525.3
Q13253	NP_005441.1
Q9UMY1	NP_001304653.1
Q9UMY1	NP_057251.2
Q5SY16	NP_078930.3
Q5SY16	XP_011540449.1
Q5SY16	XP_016857827.1
Q5SY16	XP_016857828.1
Q5C9Z4	NP_612409.1
Q15233	NP_001138880.1
Q15233	NP_001138881.1
Q15233	NP_001138882.1
Q15233	NP_031389.3
P78316	NP_001278907.1
P78316	NP_001278908.1
P78316	NP_003694.1
A0A0C4DGU5	NP_001243469.2
O00567	NP_006383.2
Q9Y2X3	NP_057018.1
Q8N5I9	NP_689531.2
Q8WY41	NP_955631.1
O75052	NP_001119532.2
O75052	NP_001158229.1
O75052	NP_055512.1
P29474	NP_000594.2
P29474	NP_001153581.1
P29474	NP_001153582.1
P29474	NP_001153583.1
P29474	XP_016867721.1
Q9Y314	NP_001257889.1
Q9Y314	NP_057037.1
Q9Y314	XP_016882340.1
Q9Y314	XP_016882341.1
Q04721	NP_001186930.1
Q04721	NP_077719.2
A8MTQ0	NP_001127934.1
Q6P988	NP_848588.3
Q9Y5S8	NP_001258744.1
Q9Y5S8	NP_008983.2
Q9Y5S8	NP_039249.1
Q9HBY0	NP_056533.1
Q9NPH5	NP_001137308.1
Q9NPH5	NP_001137309.1
Q9NPH5	NP_001278855.1
Q9NPH5	NP_001278856.1
Q9NPH5	NP_001287924.1
Q9NPH5	NP_058627.1
Q9NPH5	XP_011541159.1
A3QRJ0	NP_001171708.1
A3QRJ0	NP_001171709.1
A3QRJ0	NP_078781.3
Q9NZP6	NP_061831.2
Q8IUM7	NP_001305733.1
Q8IUM7	NP_849195.2
Q8IUM7	XP_016873028.1
Q8NG41	NP_683694.1
P48145	NP_005276.2
P48146	NP_005277.2
A0A0C4DFX6	NP_001095118.1
Q9NQX5	NP_056207.3
Q8NDH3	NP_001191801.1
Q8NDH3	NP_001191802.1
Q8NDH3	NP_078939.3
O15130	NP_001307225.1
O15130	NP_003708.1
Q9GZQ6	NP_071429.1
Q9Y5X5	NP_001138228.1
Q9Y5X5	NP_004876.2
Q9Y5X5	NP_444264.1
O75161	NP_001278522.1
O75161	NP_001278523.1
O75161	NP_055917.1
O75161	XP_006710626.1
O75161	XP_011539518.1
O75161	XP_011539519.1
O75161	XP_011539520.1
O75161	XP_016856486.1
A0A0B4J2F6	NP_001264253.1
A0A0B4J2F6	XP_005255546.1
A6NHN6	NP_001293023.1
A6NHN6	XP_011521800.1
A6NHN6	XP_016878737.1
A0A804HK81	NP_001297077.1
A0A804HK81	XP_016878733.1
A0A804HK81	XP_016878734.1
A0A804HK81	XP_016878735.1
E9PJ23	NP_001269453.1
E9PJ23	XP_011544231.1
F8VUA1	NP_001274179.1
F8VUA1	XP_003118767.2
A0A087WZ70	NP_001186981.1
A0A0S2Z491	NP_002511.1
Q86SE8	NP_001273609.1
Q86SE8	NP_001273610.1
Q86SE8	NP_877724.1
Q86SE8	XP_011542664.1
Q86SE8	XP_011542665.1
Q86SE8	XP_016868437.1
Q86SE8	XP_016868438.1
O75607	NP_008924.1
P01160	NP_006163.1
P16860	NP_002512.1
E5LCN7	NP_077720.1
Q60I31	NP_000899.1
P0C0P6	NP_001025184.1
Q9Y639	NP_001154835.1
Q9Y639	NP_001154836.1
Q9Y639	NP_036560.1
Q9Y639	NP_059429.1
Q15818	NP_002513.2
P47972	NP_002514.1
Q9HCQ7	NP_071433.3
P01303	NP_000896.1
P25929	NP_000900.1
P25929	XP_005263088.1
P25929	XP_011530312.1
P49146	NP_000901.1
P49146	XP_005263090.1
P49146	XP_005263091.1
P50391	NP_001265723.1
P50391	NP_001265724.1
P50391	NP_005963.4
P50391	XP_005277701.1
P50391	XP_006717608.1
P50391	XP_011537416.1
P50391	XP_011537417.1
P50391	XP_011538238.1
P50391	XP_011538239.1
P50391	XP_011547675.1
P50391	XP_011547676.1
P50391	XP_011547677.1
P50391	XP_011547678.1
P50391	XP_016854962.1
P50391	XP_016854963.1
P50391	XP_016870952.1
P50391	XP_016870953.1
P50391	XP_016871875.1
P50391	XP_016871876.1
P0DQD5	NP_001265724.1
P0DQD5	XP_005277701.1
P0DQD5	XP_006717608.1
P0DQD5	XP_011537416.1
P0DQD5	XP_011537417.1
P0DQD5	XP_011547675.1
P0DQD5	XP_011547676.1
P0DQD5	XP_011547677.1
P0DQD5	XP_011547678.1
P0DQD5	XP_016854962.1
P0DQD5	XP_016854963.1
P0DQD5	XP_016870952.1
P0DQD5	XP_016870953.1
Q15761	NP_001304020.1
Q15761	NP_001304021.1
Q15761	NP_006165.1
Q15761	XP_005263095.1
Q15761	XP_011530319.1
B4DLR8	NP_001273066.1
P16083	NP_000895.2
P16083	NP_001277150.1
P16083	NP_001305869.1
F1D8P4	NP_000466.2
Q15466	NP_068804.1
F1D8S3	NP_068370.1
Q14995	NP_005117.3
B5MBY7	XP_011518108.1
B6ZGS9	NP_005114.1
P49116	NP_001278623.1
P49116	NP_003289.2
P49116	XP_016862609.1
Q9Y466	NP_001273031.1
Q9Y466	NP_003260.1
F1D8Q9	NP_057430.1
B0ZBF6	NP_000892.2
B0ZBF6	XP_016863706.1
F5GXF0	NP_001189163.1
Q92570	NP_008912.2
Q92570	NP_775291.1
Q92570	NP_775292.1
Q92570	XP_016870651.1
Q15406	NP_001265475.1
Q15406	NP_001480.3
Q15406	NP_201591.2
Q15406	XP_005251974.1
Q7Z6K4	NP_001004354.1
P01111	NP_002515.1
Q96F24	NP_001269334.1
Q96F24	NP_110386.2
F8W6G1	NP_001308287.1
F8W6G1	NP_001308288.1
Q9NSY0	NP_848659.2
O43847	NP_001095132.1
O43847	NP_001229290.1
O43847	NP_002516.2
Q9H7Z3	NP_060440.2
Q16612	NP_001135947.1
Q16612	NP_001135948.1
Q16612	NP_001135949.1
Q16612	NP_001135950.1
Q16612	NP_001135951.1
Q16612	NP_001135952.1
Q16612	NP_001135953.1
Q16612	NP_001135954.1
Q16612	NP_001135955.1
Q16612	NP_004763.1
Q16656	NP_001035199.1
Q16656	NP_001280092.1
Q16656	NP_001280093.1
Q16656	NP_005002.3
Q92686	NP_001119653.1
Q92686	NP_006167.1
P48552	NP_003480.2
P48552	XP_005261120.1
P48552	XP_005261122.1
P48552	XP_011528049.1
P48552	XP_011528050.1
P48552	XP_011528051.1
P48552	XP_011528053.1
P48552	XP_011528054.1
P48552	XP_016883962.1
P48552	XP_016883963.1
P48552	XP_016883964.1
P48552	XP_016883965.1
P54845	NP_006168.1
P54845	XP_005267765.1
P54845	XP_005267766.1
P54845	XP_005267767.1
P54845	XP_011535104.1
P54845	XP_011535106.1
P54845	XP_011535107.1
Q9NPD7	NP_001265639.1
Q9NPD7	NP_001265640.1
Q9NPD7	NP_057672.1
Q496H8	NP_001335611.1
Q496H8	NP_940845.1
Q99435	NP_001138579.1
Q99435	NP_001138580.1
Q99435	NP_001138581.1
Q99435	NP_001138582.1
Q99435	NP_006150.1
Q99435	XP_005268962.1
Q99435	XP_011536698.1
Q86YC3	NP_940967.1
Q8IZ57	NP_542454.3
Q99748	NP_004549.1
Q99748	XP_011526343.1
E7EQN4	NP_001317010.1
P46459	NP_006169.2
P42857	NP_001035190.1
P42857	NP_001274692.1
P42857	NP_055207.1
P42857	XP_016863511.1
Q96IY1	NP_001036014.1
Q96IY1	NP_056286.3
Q8WV22	NP_659547.2
Q8WV22	XP_006721086.1
Q96MF7	NP_775956.1
Q96MF7	XP_005250932.1
Q96MF7	XP_005250933.1
Q96MF7	XP_011515276.1
Q96MF7	XP_011515277.1
Q96MF7	XP_016868820.1
Q96MG7	NP_619649.1
Q9NXX6	NP_001161337.1
Q9NXX6	NP_060085.2
Q6X4W1	NP_001124441.1
Q6X4W1	NP_001124442.1
Q6X4W1	NP_001124443.1
Q6X4W1	NP_001171535.1
Q6X4W1	NP_056352.3
Q08J23	NP_001180384.1
Q08J23	NP_060225.4
Q9H649	NP_071355.1
Q96CB9	NP_001243056.1
Q96CB9	NP_001243057.1
Q96CB9	NP_950245.2
Q8TEA1	NP_872349.1
Q8NE18	NP_001317577.1
Q9BXI3	NP_115915.1
Q9H2R1	NP_689942.2
A0A8I5KQQ4	XP_016860965.1
Q6NZX3	NP_001191742.1
Q6NZX3	NP_002517.1
Q9NPB1	NP_064586.1
E5RHC2	XP_006716660.1
P20783	NP_001096124.1
P20783	NP_002518.1
P20783	XP_011519265.1
E5KTI5	NP_002519.1
S4R338	NP_001273731.1
S4R338	NP_001273732.1
S4R338	XP_005251996.1
S4R338	XP_016870131.1
Q5VVY1	NP_001129579.1
O95631	NP_004813.2
O95631	XP_006721658.1
O00634	NP_006172.1
Q96CW9	NP_115925.2
Q96CW9	XP_011517409.1
Q9BSD7	NP_001316382.1
Q9BSD7	NP_115700.1
Q548C2	NP_001018074.1
Q548C2	XP_011517020.1
Q548C2	XP_016870241.1
Q548C2	XP_016870242.1
Q548C2	XP_016870243.1
Q6FH20	NP_006174.1
P30989	NP_002522.2
O95665	NP_036476.1
O60285	NP_055655.1
Q9H093	NP_112214.2
Q9Y5A7	NP_001230280.1
Q9Y5A7	NP_057202.3
Q9Y5A7	XP_005250068.1
Q9Y5A7	XP_016867795.1
X5D2R5	NP_079428.2
Q9H1E3	NP_073568.2
Q96RS6	NP_001121683.1
Q96RS6	NP_116258.2
Q96RS6	XP_016869399.1
Q96RS6	XP_016869400.1
Q8IVD9	NP_056147.2
P36639	NP_002443.3
P36639	NP_945186.1
P36639	NP_945187.1
P36639	NP_945188.1
P36639	NP_945190.1
P36639	NP_945191.1
P36639	NP_945192.1
Q9BW91	NP_001234940.1
Q9BW91	NP_076952.1
Q9BW91	NP_932155.1
Q9BW91	XP_011530334.1
Q96G61	NP_060629.2
Q9BQG2	NP_001287670.1
Q9BQG2	NP_113626.1
Q9BQG2	XP_005272152.1
Q9BQG2	XP_005272154.1
Q9NV35	NP_001291674.1
Q9NV35	NP_060753.1
Q96DE0	NP_001165376.1
Q96DE0	NP_001165377.1
Q96DE0	NP_689608.2
P0C025	NP_001012776.1
A8MXV4	NP_001099040.1
P50583	NP_001152.1
P50583	NP_001231319.1
P50583	NP_671701.1
P50583	NP_671702.1
Q9BRQ3	NP_001122084.1
Q9BRQ3	NP_001122085.1
Q9BRQ3	NP_001258760.1
Q9BRQ3	NP_115720.1
O95989	NP_006694.1
A0A0C4DGJ4	NP_001287952.1
A0A0C4DGJ4	NP_001287953.1
A0A0C4DGJ4	XP_011536097.1
A0A0C4DGJ4	XP_011536098.1
A0A024RBG1	NP_950241.1
P53370	NP_009014.2
P53370	NP_932158.1
A0A087WVP7	NP_001230589.1
Q8WV74	NP_001230679.1
Q8WV74	NP_862826.1
Q9UHK0	NP_036477.2
Q7Z417	NP_065823.1
Q68CJ6	NP_001010906.1
Q3SYK8	NP_006176.2
Q8WUM0	NP_060700.2
P49790	NP_001265138.1
P49790	NP_001265139.1
P49790	NP_005115.2
O75694	NP_004289.1
O75694	NP_705618.1
Q12769	NP_001305328.1
Q12769	NP_056046.1
Q5SRE5	NP_056169.1
A0A8Q3WLP2	XP_006714300.1
A0A8Q3WLP2	XP_011530336.1
A0A8Q3WLP2	XP_016863783.1
A0A8Q3WLP2	XP_016863784.1
Q8N1F7	NP_001229724.1
Q8N1F7	NP_001229725.1
Q8N1F7	NP_055484.3
Q8N1F7	XP_005256320.1
A6NF83	NP_001139184.1
Q96E22	NP_612468.1
P61970	NP_001308967.1
P61970	NP_001308968.1
P61970	NP_001308969.1
P61970	NP_001308970.1
P61970	NP_005787.1
Q86Y26	NP_001271221.1
Q86Y26	NP_001271222.1
Q86Y26	NP_786883.1
Q8IVF1	NP_001009610.1
Q8IVF1	NP_001092808.1
Q8IVF1	XP_011538424.1
Q8IVF1	XP_016872096.1
A0A075B6P9	NP_001009610.1
A1L443	NP_060031.1
Q5VZR2	NP_001038942.1
Q5VZR2	NP_001164212.1
Q9ULI1	NP_001138462.1
Q9H1B4	NP_116564.2
Q96CM4	NP_612463.1
Q5VZ03	NP_001155097.1
Q5VZ03	NP_660326.2
Q96DL1	NP_872301.2
Q6UWF7	NP_001071107.1
Q6UWF7	NP_060148.2
Q6UWF7	XP_011541183.1
O95156	NP_009157.1
O95157	NP_009156.2
Q9UKK6	NP_037380.1
Q9UKK6	XP_011527532.1
Q9NPJ8	NP_001229546.1
Q9NPJ8	NP_001229547.1
Q9NPJ8	NP_061168.2
Q9NPJ8	XP_016885137.1
Q6ZVC0	NP_775835.2
Q6ZVC0	XP_006715970.1
Q9P2P1	NP_079357.2
Q9GZU5	NP_072089.1
Q9GZU5	XP_016885198.1
Q86UD1	NP_848602.1
Q9Y530	NP_001316613.1
Q9Y530	NP_001316614.1
Q9Y530	NP_001316615.1
Q9Y530	NP_001316617.1
Q9Y530	NP_659500.1
H0YIB8	XP_006719497.1
P29728	NP_001027903.1
P29728	NP_002526.2
P29728	NP_058197.2
P04181	NP_000265.1
P04181	NP_001165285.1
P04181	NP_001309894.1
P04181	NP_001309895.1
P04181	NP_001309896.1
P04181	NP_001309897.1
P04181	NP_001309898.1
P04181	NP_001309899.1
P04181	NP_001309900.1
Q5W0B1	NP_078822.3
Q9NPH6	NP_001275916.1
Q9NPH6	NP_055396.1
Q02509	NP_001073868.2
Q56VL3	NP_001014446.1
Q56VL3	NP_001273702.1
Q56VL3	NP_689611.1
P0CE72	NP_001091091.1
P0CE72	XP_011513787.1
P0CE71	NP_006179.2
Q9BR26	NP_542452.1
K7EN59	NP_001289383.1
A1E959	NP_060325.3
A0A087WV33	NP_001244001.1
Q96A70	NP_001280491.1
Q96A70	NP_001288752.1
Q96A70	NP_001288753.1
Q96A70	NP_001288754.1
Q96A70	NP_001288755.1
Q96A70	NP_443724.1
Q96A70	XP_005270461.1
Q96A70	XP_005270464.1
Q96A70	XP_011538865.1
Q96A70	XP_016855657.1
Q96A70	XP_016855658.1
Q96A70	XP_016855659.1
Q96A70	XP_016855660.1
Q96A70	XP_016855661.1
Q96A70	XP_016855662.1
Q96A70	XP_016855664.1
A1L1A8	NP_001014440.2
Q8IXM7	NP_787077.1
Q3SX64	NP_872383.1
Q5SWX8	NP_001157717.1
Q5SWX8	NP_001157718.1
Q5SWX8	NP_060317.3
Q5SWX8	XP_011507962.1
O60502	NP_001135906.1
O60502	NP_036347.1
Q9ULD0	NP_001137468.1
Q9ULD0	NP_001137469.1
Q9ULD0	NP_001334748.1
Q9ULD0	NP_001334749.1
Q9ULD0	NP_001334750.1
Q9ULD0	NP_001334751.1
Q9ULD0	NP_060715.2
Q9ULD0	XP_011538248.1
Q8N543	NP_001311291.1
Q8N543	NP_060703.3
Q5TC84	NP_001311195.1
Q5TC84	NP_078852.3
Q5TC84	XP_011534419.1
Q5TC84	XP_011534420.1
Q5TC84	XP_016866795.1
A8K0R3	NP_054776.1
A8K0R3	NP_148935.1
O43482	NP_001304789.1
O43482	NP_009211.1
Q8WWZ8	NP_689848.1
K7EKW2	NP_001291276.1
Q96PB7	NP_001275750.1
Q96PB7	NP_001275752.1
Q96PB7	NP_477518.2
Q96PB7	XP_016855729.1
Q6UX06	NP_006409.3
Q68BL8	NP_001284642.1
Q68BL8	NP_001334629.1
Q68BL8	NP_056256.1
Q9NRN5	NP_001273281.1
Q9NRN5	NP_064575.1
Q9NRN5	XP_016857337.1
Q8TAK6	NP_620450.2
Q13516	NP_005797.1
Q13516	XP_005260965.1
Q7RTU3	NP_786923.1
Q99983	NP_005005.1
P23515	NP_002535.3
P47874	NP_006180.1
O95948	NP_004843.2
O60422	NP_001073957.1
Q9H6K4	NP_001017989.2
Q9H6K4	NP_079412.1
A0A0A0MS47	NP_001271250.1
B2CZX3	NP_001306033.1
P04001	NP_000504.1
P04001	NP_001041646.1
P04001	NP_001316996.1
P04001	XP_016855469.1
P0DN77	NP_000504.1
P0DN77	NP_001041646.1
P0DN77	NP_001316996.1
P0DN77	XP_016855469.1
P0DN78	NP_000504.1
P0DN78	NP_001041646.1
P0DN78	NP_001316996.1
P0DN78	XP_016855469.1
P03999	NP_001699.1
Q9UHM6	NP_001025186.1
Q9UHM6	NP_150598.1
Q99935	NP_067048.4
Q9UBM4	NP_055174.1
Q9UBM4	XP_011507708.1
A0A126GVZ2	NP_001003745.1
Q9H209	NP_997069.2
Q9H207	NP_835462.1
A0A126GVN8	NP_001004461.1
A0A126GVR3	NP_001005280.1
A0A126GV80	NP_039229.3
Q8NGC3	NP_001005466.2
A0A126GWS5	NP_001004462.1
Q8NGN6	NP_001004463.1
Q8NGN5	NP_001004464.1
Q8NGN4	NP_001001953.1
Q9Y4A9	NP_039228.1
Q9Y4A9	XP_011526213.1
A0A126GW93	NP_039226.1
Q8NGA5	NP_001004465.1
Q8NGA6	NP_001004466.1
P30954	NP_036483.2
A0A126GV64	NP_001004473.1
A0A126GV65	NP_001004476.1
Q8NGQ4	NP_001004471.1
Q8NGX3	NP_001004475.1
Q8NGI7	NP_001005324.1
A0A126GWA4	NP_001004477.1
Q8NGY1	NP_001004478.1
A0A024RCH9	NP_039225.1
A0A126GWS8	NP_001005503.1
Q8NG94	NP_001005239.1
B2RN74	NP_001013372.1
A0A126GW19	NP_001004479.1
Q8NGC8	NP_001335202.1
Q8NGX0	NP_001001959.1
P0DN82	NP_001335137.1
P58182	NP_039224.2
A0A126GWR7	NP_001004481.1
A0A126GVY9	NP_001001961.1
Q8NGS5	NP_001001919.1
Q8NGS8	NP_001004482.1
Q8NGS7	NP_001004483.1
Q8NG92	NP_001004486.1
Q8NGT2	NP_001004487.1
Q8NHC5	NP_001001966.1
A6ND48	NP_001004734.1
A6ND48	XP_005273189.1
Q9UGF5	NP_112208.1
A0A126GVH4	NP_036484.1
Q8NGR6	NP_001004450.1
Q8NGR6	XP_016870184.1
Q8NGR6	XP_016870185.1
Q15619	NP_036485.2
A0A126GW81	NP_003545.1
O43749	NP_036492.1
O43749	XP_011520809.1
P47890	NP_003546.1
A0A126GWP9	NP_001004451.1
A0A126GW18	NP_473448.1
A0A126GW18	XP_016870112.1
A0A126GW06	NP_001004452.1
A0A126GVB9	NP_543135.1
Q8NH94	NP_001005236.3
Q8NH93	NP_001005234.1
Q8NGR5	NP_001005235.1
Q8NGR2	NP_001004453.2
A0A126GVC5	NP_001004454.1
A0A126GVC5	XP_016869773.1
A0A126GVC5	XP_016869774.1
A0A126GVC5	XP_016869775.1
A0A126GW31	NP_036495.1
Q8NGR9	NP_001004457.1
Q15612	NP_036496.1
Q8NH92	NP_001004458.1
Q8NGQ3	NP_001004459.1
Q8NGT7	NP_001004135.1
A0A126GW45	NP_001005480.2
O95047	NP_112170.1
Q8NGT9	NP_001001802.2
Q8NGT9	NP_001005287.1
Q96R45	NP_001005328.1
Q96R45	XP_016885947.1
Q8NHA4	NP_001005276.1
A0A126GVD0	NP_001004489.1
A0A126GWC6	NP_001004490.1
A0A126GVS5	NP_001245214.1
A6NND4	NP_001005285.1
A6NND4	XP_016873144.1
A6NND4	XP_016873145.1
A6NND4	XP_016873146.1
A6NND4	XP_016873147.1
Q9GZK3	NP_149046.2
A0A126GV76	NP_001005226.1
P58173	NP_036499.1
Q8N628	NP_932340.3
A0A126GVN9	NP_003691.1
A0A126GV98	NP_036501.2
A0A126GV98	XP_011514321.1
A0A126GV98	XP_011514322.1
Q5TZ20	NP_001013373.1
A0A024RCM6	NP_001304943.1
A0A024RCM6	NP_001304951.1
A0A024RCM6	NP_112145.1
A0A024RCM6	XP_011512772.1
A0A024RCM6	XP_011512774.1
A0A024RCM6	XP_011512775.1
A0A024RCM6	XP_011512781.1
A0A024RCM6	XP_011512785.1
A0A024RCM6	XP_011512786.1
A0A024RCM6	XP_016866226.1
A0A024RCM6	XP_016866227.1
A0A024RCM6	XP_016866228.1
O95918	NP_009091.3
Q9GZK6	NP_001335223.1
A0A0C4DFP3	NP_995581.1
A0A0C4DFP3	XP_011516822.1
Q8N349	NP_001291464.1
Q8N349	NP_787107.1
Q8N349	XP_011542471.1
A0A126GW34	NP_001004686.1
A0A126GW34	XP_011542460.1
Q8NG85	NP_001004687.1
A0A126GWR8	NP_001245213.1
A0A126GV67	NP_001004689.1
Q96R27	NP_059974.1
Q8NG81	NP_001004691.1
Q8NGZ9	NP_001004693.1
Q8NGZ9	XP_016855762.1
Q8NH01	NP_001001964.1
Q8NG77	NP_001004692.1
Q6IF00	NP_001004136.1
Q8NH04	NP_001001824.1
A0A126GVW5	NP_001005495.1
Q8NG76	NP_001004695.1
Q8NGX2	NP_001001827.1
Q8NHC8	NP_001005471.1
A6NH00	NP_001005522.1
A6NH00	XP_011542480.1
A6NH00	XP_016856661.1
Q96R30	NP_996763.1
Q9Y3N9	NP_112165.1
A6NFC9	NP_001004698.1
A0A126GVT8	NP_001004699.1
A0A126GVQ3	NP_002542.3
P47888	NP_036505.2
Q8NH70	NP_001005274.1
Q8NGF8	NP_001005470.1
Q6IEV9	NP_001004700.2
Q8NGP0	NP_001001955.2
Q8NGM1	NP_001001920.1
Q8NGL9	NP_001004701.2
Q8NH37	NP_001004702.1
A6NMZ5	NP_001005513.1
A6NHA9	NP_001004703.1
A0A126GVN0	NP_001004704.1
Q15615	NP_036506.1
A0A126GVJ1	NP_001004705.1
Q8NGI4	NP_001004706.1
Q8NGN0	NP_001001965.1
Q8NGJ1	NP_001004708.1
